data,data_more_info,nome,genero,endereco-arrumado,lat,long,tombado,link,iphan,fonte,tipo,materia,condeph,conpres,autor,endereco-original
2004,2004,Memorial Carlos Marighella,homem,Alameda Casa Branca,-23.5662,-46.66015,N,não consta,não consta,DPH/SMC,Marco,granito e madeira - tronco de árvore: tipuana,não consta,não consta,"FERRAZ, Marcelo",Alameda Casa Branca (altura do nº 815)
1957,ca. 1957,Homenagem ŕs Artes,não figurativo,Avenida Adolfo Pinheiro,-23.63809,-46.69577,N,não consta,não consta,DPH/SMC,Painel,alvenaria  concreto mosaico de pedras e pintura mural,não consta,não consta,"GUERRA, Julio",Avenida Adolfo Pinheiro nş 765
1994,1994,Instrumento Para Olhar,não figurativo,Avenida Bagiru,-23.54103,-46.72132,N,não consta,não consta,DPH/SMC,Escultura Abstrata,ferro,não consta,não consta,"GRINSPUN, Esther",Avenida Bajiru (cruzamento com avenida Professor Fonseca Rodrigues)
1972,1972,Homenagem ao Imortal Prefeito de Săo Paulo José Vicente de Faria Lima,homem,Avenida Brigadeiro Faria Lima,-23.57304,-46.68957,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,"MORRONE, Luiz",Avenida Brigadeiro Faria Lima (canteiro central em frente ao Esporte Clube Pinheiros)
2009,2009,Testemunho,não figurativo,Avenida Brigadeiro Faria Lima,-23.57304,-46.68957,N,não consta,não consta,DPH/SMC,Escultura Abstrata,aço inox e granito,não consta,não consta,"MORENO, Dolly",Avenida Brigadeiro Faria Lima (próximo ao cruzamento com a Avenida Cidade Jardim)
1900,19--,Biquinha da Vila Indiana,não figurativo,Avenida Corifeu de Azevedo Marques,-23.55508,-46.75293,N,não consta,não consta,DPH/SMC,Fonte,concreto e azulejos,não consta,não consta,desconhecido,Avenida Corifeu de Azevedo Marques (cruzamento com rua Boturoca em frente ao nº 35)
1986,1986,Carlos Botelho,homem,Avenida da Aclimação,-23.56995,-46.63261,N,não consta,não consta,DPH/SMC,Cabeça,bronze e granito,não consta,não consta,"CARLI, Arlindo Castellane de",Parque da Aclimaçăo
2001,2001,Dança branca,não figurativo,Avenida da Aclimação,-23.56995,-46.63261,N,não consta,não consta,DPH/SMC,Escultura Abstrata,mármore e granito,não consta,não consta,"IANELLI, Arcângelo",Parque da Aclimaçăo
2002,2002,Forma rompida,não figurativo,Avenida da Aclimação,-23.56995,-46.63261,N,não consta,não consta,DPH/SMC,Escultura Abstrata,aço pintado e concreto,não consta,não consta,"IANELLI, Arcângelo",Parque da Aclimaçăo
2002,2002,Retorno,não figurativo,Avenida da Aclimação,-23.56995,-46.63261,N,não consta,não consta,DPH/SMC,Escultura Abstrata,aço pintado e concreto,não consta,não consta,"IANELLI, Arcângelo",Parque da Aclimaçăo
1992,1992,Tiradentes,homem,Avenida dos Metalúrgicos,-23.5953,-46.40545,N,não consta,não consta,DPH/SMC,Máscara estela,alvenaria argamassa bronze e aço,não consta,não consta,desconhecido,Avenida dos Metalúrgicos (confluência com a Avenida Naylor de Oliveira)
1999,ca. 1999,Homenagem ao Dr. Gastăo Vidigal,homem,Avenida Doutor Gastão Vidigal,-23.53407,-46.73463,N,não consta,não consta,DPH/SMC,Chafariz Herma,bronze granito e pedra sabăo,não consta,não consta,"GODIŃO, Juan Casio",Avenida Doutor Gastăo Vidigal (próximo a Praça Apecatu)
1940,1940,Índio Caçador,homem,Avenida Doutor Vieira de Carvalho,-23.54155,-46.64412,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,"FERRI, Joăo Batista",Avenida Vieira de Carvalho (canteiro central próximo a Praça da República)
2010,2010,Víctor Raúl Haya de La Torre,homem,Avenida Juscelino Kubistchek,-23.585662,-46.672012,N,não consta,não consta,DPH/SMC,Herma,bronze e granito,não consta,não consta,"ROSSI, Miguel Baca",Avenida Juscelino Kubistchek (canteiro central em frente a Praça Haya de la Torre)
2003,2003,Colhedor de Café,homem,Avenida Nove de Julho,-23.55828,-46.65349,N,não consta,não consta,DPH/SMC,Estátua,bronze alvenaria de tijolos e granito,não consta,não consta,"BELTRAN, Lecy",Avenida Nove de Julho (canteiro central altura da Rua Bandeira Paulista)
2006,2006,Monumento em Homenagem Aos 450 Anos da Mooca,não figurativo,Avenida Paes de Barros,-23.56205,-46.59816,N,não consta,não consta,DPH/SMC,Marco,chapas metálicas pintadas,não consta,não consta,"FREGNANI,  Renato",Avenida Paes de Barros (cruzamento com Rua da Mooca)
1985,1985,Padre José de Anchieta,homem,Avenida Paes de Barros,-23.56205,-46.59816,N,não consta,não consta,DPH/SMC,Herma,bronze e concreto,não consta,não consta,"SINIGAGLIA, Victorio",Avenida Paes de Barros (cruzamento com Rua da Mooca)
1935,,Anhangüera,não figurativo,Avenida Paulista,-23.56489,-46.65246,N,não consta,não consta,DPH/SMC,Estátua,mármore e bronze,não consta,não consta,"BRIZZOLLARA, Luis",Avenida Paulista (calçada do Parque Tenente Siqueira Campos)
1978,1978,Francisco de Miranda,homem,Avenida Paulista,-23.56489,-46.65246,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,"GONZÁLEZ, Lorenzo; TABACCO, Carmello",Avenida Paulista (canteiro central altura da Rua Bela Cintra)
2015,2015,Sem Título,não figurativo,Avenida Paulista,-23.56317,-46.65433,N,não consta,não consta,DPH/SMC,Escultura Abstrata,aço pintado,não consta,não consta,"OHTAKE, Tomie",Av. Paulista 1111
1988,1988,Pedro Álvares Cabral,homem,Avenida Pedro Álvares Cabral,-23.58519,-46.65566,N,não consta,não consta,DPH/SMC,Estátua,bronze mármore e concreto,não consta,não consta,"MORRONE, Luiz; ROCHA, Agostinho Vidal da",Avenida Pedro Álvares Cabral
1900,19--,O CAÇADOR de ESMERALDAS (Fragmento do Monumento a Olavo Bilac),homem,Avenida Pedroso de Morais,-23.5656,-46.69023,N,não consta,não consta,DPH/SMC,Grupo escultórico,bronze e alvenaria de tijolos,não consta,não consta,"ZADIG, William",Avenida Pedroso de Moraes (Escola Estadual Fernăo Dias)
2008,2008,Roberto Christianini,homem,Avenida Prof. Frederico Hermann Júnior,-23.56075,-46.70168,N,não consta,não consta,DPH/SMC,Herma,bronze concreto e aço,não consta,não consta,"FERNANDES, Cláudia",Avenida Professor Frederico Herman Júnior (canteiro central próximo a marginal do Rio Pinheiros)
2003,2003,Etros,não figurativo,Avenida Professor Fonseca Rodrigues,-23.54741,-46.71614,N,não consta,não consta,DPH/SMC,Escultura Abstrata,concreto armadofibra de vidro e argamassa de pedra calcárea natural,não consta,não consta,"DI ALERIGI, Yone","Avenida Professor Fonseca Rodrigues (canteiro central, altura da Praça Pero Vaz de Caminha)"
1916,ca. 1916,Marco Rodoviário,não figurativo,Avenida Professor Francisco Morato,-23.60405,-46.74515,S,https://www.prefeitura.sp.gov.br/cidade/upload/1313_1382134216.pdf,não consta,DPH/SMC,Marco quilométrico,concreto de pedregulho com argamassa de cimento,não consta,RES. 13/2013,desconhecido,"Avenida Professor Francisco Morato, 5135"
1965,1965,Avenida Queiroz Filho,não figurativo,Avenida Queiroz Filho,-23.53918,-46.72757,N,não consta,não consta,DPH/SMC,Marco,concreto e ferro,não consta,não consta,desconhecido,"Avenida Queiroz Filho (canteiro central, cruzamento com Avenida Padre Pereira de Andrade)"
1951,1951,Praça Portugal,não figurativo,Avenida Rebouças,-23.55673,-46.66525,N,não consta,não consta,DPH/SMC,Marco,concreto,não consta,não consta,desconhecido,"Avenida Rebouças (canteiro central, em frente a Igreja Senhor Bom Jesus dos Passos)"
1950,ca. 195-,Sem Título - painel,não figurativo,Avenida Rubem Berta,-23.6001,-46.65111,N,não consta,não consta,DPH/SMC,Painel,cerâmica pintada,não consta,não consta,"GRACIANO, Clóvis",Avenida Rubem Berta (acesso a Avenida Moreira Guimarăes)
2000,2000,Vitória,mulher,Avenida Santos Dumont,-23.52473,-46.63096,N,não consta,não consta,DPH/SMC,Estátua,bronze granito e aço,não consta,não consta,"EID, Odette","Avenida Santos Dumont (canteiro central, em frente ao nº 1313)"
1988,1988,OLAVO BILAC (fragmento do Monumento a Olavo Bilac),homem,Avenida Sargento Mário Kozel Filho,-23.57947,-46.65762,N,não consta,não consta,DPH/SMC,Busto,bronze argamassa e granito,não consta,não consta,"ZADIG, William",Avenida Sargento Mário Kozel Filho
1916,ca. 1916,Marco Rodoviário,não figurativo,Avenida Senador José Erminio de Moraes,-23.45111,-46.61471,S,https://www.prefeitura.sp.gov.br/cidade/upload/01_1493316400.2017,não consta,DPH/SMC,Marco quilométrico,concreto de pedregulho com argamassa de cimento,não consta,RES. 01/2017,desconhecido,Avenida Senador José Ermírio de Moraes (em frente à entrada do Parque Estadual da Cantareira Núcleo Águas Claras)
1988,1988,Oitenta Anos da Imigraçăo Japonesa,não figurativo,Avenida Vinte e Três de Maio,-23.55052,-46.63794,N,não consta,não consta,DPH/SMC,Escultura Abstrata,concreto armado pintado,não consta,não consta,"OHTAKE,  Tomie","Avenida Vinte e Três de Maio (canteiro central, altura do CCSP)"
2008,2008,John Mackenzie,homem,Benjamim Abraão-Universidade MacKenzie,-23.5462,-46.65129,N,não consta,não consta,DPH/SMC,Herma,cimento e granito,não consta,não consta,"BARROS, Denise",Praça Universidade Mackenzie
2009,2009,Homenagem a Alceu Amoroso Lima,homem,Biblioteca Pública Alceu Amoroso Lima,-23.55858,-46.6822,N,não consta,não consta,DPH/SMC,Escultura Abstrata,ferro pintado,não consta,não consta,"FERRARI, León",Jardim da Biblioteca Alceu Amoroso Lima
2018,2018,O ESCOTEIRO (fragmento do Monumento a Olavo Bilac),homem,Centro Esportivo Tietê,-23.52133,-46.63053,N,não consta,não consta,DPH/SMC,Estátua,bronze e base de concreto com placa em granito,não consta,não consta,"ZADIG, William",Centro Esportivo Tietê
1974,1974,Monumento a Ramos de Azevedo,homem,Cidade Universitária,-23.56501,-46.7344,N,não consta,não consta,DPH/SMC,Grupo escultórico,bronze e granito,não consta,não consta,"EMENDABILI, Galileo",Cidade Universitária – Praça Ramos de Azevedo
1995,,A Viagem – Ida e Volta,homem,Complexo-Viário Maria Maluf,-23.62827,-46.62421,N,não consta,não consta,DPH/SMC,Painel,azulejos,não consta,não consta,"DEL NERO, Cyro",Complexo Viário Maria Maluf (extremidades do túnel sentido Avenida Presidente Tancredo Neves - Avenida dos Bandeirantes)
1991,1991,Elizabeth Souza Lobo,mulher,Creche Municipal Elizabeth Souza Lobo,-23.62267,-46.46398,N,não consta,não consta,DPH/SMC,Marco,granito e bronze,não consta,não consta,desconhecido,Praça Elisabeth Souza Lobo Garcia
2000,2000,Dorival Rodrigues Alves,homem,Espaço Dorival Rodrigues Alves,-23.54541,-46.63388,N,não consta,não consta,DPH/SMC,Cabeça estela,bronze mármore e latăo,não consta,não consta,NANNI,Praça Dorival Rodrigues Alves
2010,2010,Maestro Eleazar de Carvalho,homem,Estação Júlio Prestes,-23.53368,-46.64022,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,"D’ÁVILA, Cícero",Boulevard de acesso a Sala Săo Paulo no interior do prédio da Estaçăo Júlio Prestes
2004,2004,Carlos Paeta,homem,Estádio do Pacaembu,-23.54716,-46.66527,N,não consta,não consta,DPH/SMC,Herma,bronze e granito,não consta,não consta,"MORRONE, Luiz",Estádio Municipal Paulo Machado de Carvalho (próximo a entrada pela Rua Capivari)
1900,19--,Fonte Pacaembu,não figurativo,Estádio do Pacaembu,-23.54716,-46.66527,N,não consta,não consta,DPH/SMC,Fonte,granito,não consta,não consta,desconhecido,Estádio Municipal Paulo Machado de Carvalho (junto a entrada do ginásio)
1998,1998,Maria Esther Bueno,mulher,Estádio do Pacaembu,-23.54716,-46.66527,N,não consta,não consta,DPH/SMC,Estátua,bronze e concreto,não consta,não consta,"CARLI, Arlindo Castellane de",Estádio Municipal Paulo Machado de Carvalho (junto as quadras de tênis)
1992,1992,Paulo Machado de Carvalho,homem,Estádio do Pacaembu,-23.54716,-46.66527,N,não consta,não consta,DPH/SMC,Herma,bronze e granito,não consta,não consta,"MORRONE, Luiz",Estádio Municipal Paulo Machado de Carvalho
2004,2004,Severino Gragnani,homem,Estádio do Pacaembu,-23.54716,-46.66527,N,não consta,não consta,DPH/SMC,Herma,bronze e granito,não consta,não consta,desconhecido,Estádio Municipal Paulo Machado de Carvalho (baixos da passarela de acesso ao tobogă)
1952,1952,Árvore Das Lágrimas,não figurativo,Estrada das Lágrimas,-23.62971,-46.58752,N,não consta,não consta,DPH/SMC,Placa,bronze,não consta,não consta,desconhecido,"Estrada das Lágrimas, números 515 e 535"
2014,29/03/2014,Espheropeia,não figurativo,ETEC Parque da Juventude,-23.50837,-46.62471,N,não consta,não consta,DPH/SMC,Escultura,fibra de carbono e granito,não consta,não consta,"SALVADOR, Gilberto",Parque da Juventude
1954,194-,Almeida Júnior,homem,Galeria Prestes Maia,-23.54764,-46.63655,N,não consta,não consta,DPH/SMC,Herma,bronze e granito,não consta,não consta,"GALANTE, Laurindo",Galeria Prestes Maia
1941,ca. 1941,GRAÇAS,não figurativo,Galeria Prestes Maia,-23.54764,-46.63655,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,"BRECHERET, Victor",Galeria Prestes Maia
1940,194-,Moisés,homem,Galeria Prestes Maia,-23.54764,-46.63655,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,desconhecido,Galeria Prestes Maia
2007,06/10/2007,O Prevencionista,não figurativo,Guarapiranga,-23.67979,-46.73961,N,não consta,não consta,DPH/SMC,Estátua,fiberglass sucatas de chapas de aço inox 304 alvenaria e pedra,não consta,não consta,"PIMENTEL, Waldemir Felício (Toso)",Parque Guarapiranga
1915,1915,Dom José de Camargo Barros,homem,Largo Coração de Jesus,-23.5333,-46.64283,N,não consta,não consta,DPH/SMC,Busto,bronze e granito,não consta,não consta,"STARACCE, Júlio",Largo Coraçăo de Jesus
2018,22/12/2018 (marco anterior: 1965),Primeiro Alto da Expedição Partida de São Paulo em 10 de abril de 1865 rumo ao Paraguai,não figurativo,Largo da Matriz de Nossa Senhora do Ó,-23.50175,-46.69853,N,não consta,não consta,DPH/SMC,Marco,granito,não consta,não consta,parceria DPH e Subprefeitura da Freguesia do Ó,Largo da Matriz de Nossa Senhora do Ó
1814,1814 (obelisco) / 1922 (Largo da Memória),OBELISCO e LARGO da MEMÓRIA,não figurativo,Largo da Memória,-23.54824,-46.63913,S,https://www.prefeitura.sp.gov.br/cidade/upload/d833c_05_TEO_89_itens.pdf,não consta,DPH/SMC,Chafariz Obelisco conjunto arquitetônico,granito bronze alvenaria de pedras e azulejos,RES. SC 02/1975,RES. 05/1991,"PEREIRA, Vicente Gomes MULLER Daniel Pedro DUBUGRAS Victor RODRIGUES José Wasth",Largo da Memória
1978,1978,Associaçăo Dos Lojistas da Liberdade,não figurativo,Largo da Pólvora,-23.55733,-46.63594,N,não consta,não consta,DPH/SMC,Placa,granito e concreto,não consta,não consta,desconhecido,Largo da Pólvora
1987,1987,Hachiro Miyasaki,homem,Largo da Pólvora,-23.55733,-46.63594,N,não consta,não consta,DPH/SMC,Herma,bronze e granito,não consta,não consta,"WIEL, Antonio Van de",Largo da Pólvora
1974,1974,Jardim Japonês,não figurativo,Largo da Pólvora,-23.55733,-46.63594,N,não consta,não consta,DPH/SMC,Placa,granito,não consta,não consta,desconhecido,Largo da Pólvora
1978,1978,Lanterna de Pedra (Tooro),não figurativo,Largo da Pólvora,-23.55733,-46.63594,N,não consta,não consta,DPH/SMC,Marco,pedra alvenaria e bronze,não consta,não consta,desconhecido,Largo da Pólvora
1978,1978,Shuhei Uetsuka,homem,Largo da Pólvora,-23.55733,-46.63594,N,não consta,não consta,DPH/SMC,Estátua,bronze granito e mármore,não consta,não consta,"YAMAMOTO, Shyoiti",Largo da Pólvora
1922,ca. 1922,A menina e o bezerro,mulher,Largo do Arouche,-23.54095,-46.64554,N,não consta,não consta,DPH/SMC,Grupo escultórico,mármore Carrara e granito,não consta,não consta,CHRISTOPHE,Largo do Arouche
1965,,Afonso D’Escragnolle Taunay,homem,Largo do Arouche,-23.54095,-46.64554,N,não consta,não consta,DPH/SMC,Herma,bronze e granito,não consta,não consta,"DUNIN, Claudie",Largo do Arouche
1900,19--,Amor Materno,mulher,Largo do Arouche,-23.54095,-46.64554,N,não consta,não consta,DPH/SMC,Estátua,mármore e granito,não consta,não consta,"VIRION, Charles-Louis-Éugčne",Largo do Arouche
1948,1948,Augusto de Prima Porta,homem,Largo do Arouche,-23.54095,-46.64554,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,desconhecido,Largo do Arouche
1941,ca. 1941,Depois do Banho,homem,Largo do Arouche,-23.54095,-46.64554,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,"BRECHERET, Victor",Largo do Arouche
1986,1986,José Pedro Leite Cordeiro,homem,Largo do Arouche,-23.54095,-46.64554,N,não consta,não consta,DPH/SMC,Herma,bronze e granito,não consta,não consta,"MORRONE, Luiz",Largo do Arouche
1931,1931,Luiz Gama,homem,Largo do Arouche,-23.54095,-46.64554,N,não consta,não consta,DPH/SMC,Busto,bronze e granito,não consta,não consta,"MALLOZZI, Yolando",Largo do Arouche
1992,1992,Progresso,não figurativo,Largo do Arouche,-23.54095,-46.64554,N,não consta,não consta,DPH/SMC,Escultura Abstrata,chapas de ferro pintadas,não consta,não consta,"VLAVIANOS, Nicolas",Largo do Arouche
1959,1959,Vicente de Carvalho,homem,Largo do Arouche,-23.54095,-46.64554,N,não consta,não consta,DPH/SMC,Busto,bronze e granito,não consta,não consta,"XIMENES, Ettore",Largo do Arouche
1900,19--,Chafariz,não figurativo,Largo do Cambuci,-23.56289,-46.62111,N,não consta,não consta,DPH/SMC,Chafariz,argamassa armada,não consta,não consta,desconhecido,Largo do Cambuci
1955,1955,Măe Preta,mulher,Largo do Paissandu,-23.54275,-46.6384,S,https://www.prefeitura.sp.gov.br/cidade/upload/f8bff_16_Complementa_Res_37_92.pdf,não consta,DPH/SMC,Estátua,bronze e granito,não consta,RES. 16/2004,"GUERRA, Julio",Largo do Paissandu
1993,1993,Săo Paulo Apóstolo,homem,Largo los Andes,-23.62138,-46.69827,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,"GUERRA, Julio",Largo Los Andes
2001,2001,Porta de Abril,não figurativo,Largo Mestre de Aviz,-23.59516,-46.65483,N,não consta,não consta,DPH/SMC,Escultura Abstrata,aço corten e ferro,não consta,não consta,"AURÉLIO, José",Largo Mestre de Avis
1925,1925,Glória Imortal Aos Fundadores de Săo Paulo,homem,Largo Pátio do Colégio,-23.54839,-46.63279,S,https://www.prefeitura.sp.gov.br/cidade/upload/2ffeb_17_T_Centro_Velho.pdf,não consta,DPH/SMC,Coluna,bronze e granito,não consta,RES. 17/2007,"ZANI, Amadeo",Pátio do Colégio
2009,2009,Conde Francisco Matarazzo Júnior,homem,Largo Primeiro de Maio,-23.48984,-46.47907,N,não consta,não consta,DPH/SMC,Herma,bronze e granito,não consta,não consta,desconhecido,Largo Primeiro de Maio
1949,1949,Dom Duarte Leopoldo e Silva,homem,Largo Santa Cecília,-23.5391,-46.64996,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,"CUCÊ, José",Largo Santa Cecília
2000,2000,Sem Nome,não figurativo,Largo São Bento,-23.5439,-46.63413,N,não consta,não consta,DPH/SMC,Escultura Abstrata,aço pintado,não consta,não consta,"TORRES, Caciporé",Largo Săo Bento
1977,,A todos os companheiros,homem,Largo São Francisco,-23.54955,-46.63703,S,não consta,não consta,DPH/SMC,Placa,mármore,RES. SC 185/02,não consta,desconhecido,Largo Săo Francisco (próximo a entrada da Faculdade de Direito)
2006,,Álvares de Azevedo,homem,Largo São Francisco,-23.54955,-46.63703,N,não consta,não consta,DPH/SMC,Busto,bronze e granito,não consta,não consta,"ZANI, Amadeo",Largo Săo Francisco
1966,1966,BEIJO ETERNO (Fragmento do Monumento a Olavo Bilac),ambos,Largo São Francisco,-23.54955,-46.63703,S,não consta,não consta,DPH/SMC,Grupo escultórico,bronze e granito,RES. SC 185/02,não consta,ZADIG William,Largo Săo Francisco
1936,1936,José Bonifácio O Moço,homem,Largo São Francisco,-23.54955,-46.63703,S,não consta,não consta,DPH/SMC,Estátua,bronze e granito,RES. SC 185/02,não consta,"ENGRAND, Georges",Largo Săo Francisco (saguăo de entrada da Faculdade de Direito da USP)
1900,19--,O Menino e O Catavento,homem,Largo São Francisco,-23.54955,-46.63703,S,não consta,não consta,DPH/SMC,Estátua,bronze e granito,RES. SC 185/02,não consta,DI PALMA M.,Largo Săo Francisco
1973,1973,Quantas Pedras Forem Colocadas Tantas Arrancaremos,não figurativo,Largo São Francisco,-23.54955,-46.63703,S,não consta,não consta,DPH/SMC,Placa,mármore,RES. SC 185/02,não consta,"CARVALHO, José Renato Teixeira de Campos",Largo Săo Francisco (próximo a entrada da Faculdade de Direito)
1958,1958,Tribuna Livre,não figurativo,Largo São Francisco,-23.54955,-46.63703,S,não consta,não consta,DPH/SMC,Tribuna,mármore,RES. SC 185/02,não consta,desconhecido,Largo Săo Francisco
1978,1978,Crucifixo,não figurativo,Largo São José do Belém,-23.54107,-46.59479,N,não consta,não consta,DPH/SMC,Crucifixo,bronze e granito,não consta,não consta,desconhecido,Largo Săo José do Belém
1900,19--,Săo José,homem,Largo São José do Maranhão,-23.52973,-46.55953,N,não consta,não consta,DPH/SMC,Estátua,gesso,não consta,não consta,desconhecido,Largo Săo José do Maranhăo
1970,197-,Ubirajara,mulher,Largo Ubirajara,-23.54573,-46.59231,N,não consta,não consta,DPH/SMC,Grupo escultórico,bronze e granito,não consta,não consta,"LEOPOLDO E SILVA, Francisco",Largo Ubirajara
